530,华为 Mate9,全网通,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
670,华为 Mate9,全网通,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
980,华为 Mate9,全网通,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
310,华为 Mate9,全网通,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
540,华为 Mate9,全网通,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
550,华为 Mate9,全网通,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
910,华为 Mate9,全网通,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
280,华为 Mate9,全网通,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
370,华为 Mate9,全网通,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
510,华为 Mate9,全网通,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
670,华为 Mate9,全网通,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
890,华为 Mate9,全网通,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
320,华为 Mate9,全网通,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
440,华为 Mate9,全网通,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
520,华为 Mate9,全网通,红色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
880,华为 Mate9,全网通,红色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
900,华为 Mate9,全网通,红色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
310,华为 Mate9,全网通,红色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
370,华为 Mate9,全网通,红色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,红色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
550,华为 Mate9,全网通,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
700,华为 Mate9,全网通,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
840,华为 Mate9,全网通,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
310,华为 Mate9,全网通,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
370,华为 Mate9,全网通,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
540,华为 Mate9,全网通,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
740,华为 Mate9,全网通,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
900,华为 Mate9,全网通,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
290,华为 Mate9,全网通,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
370,华为 Mate9,全网通,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,全网通,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
560,华为 Mate9,移动版,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
560,华为 Mate9,移动版,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
910,华为 Mate9,移动版,金色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
180,华为 Mate9,移动版,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
430,华为 Mate9,移动版,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,金色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
560,华为 Mate9,移动版,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
580,华为 Mate9,移动版,白色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
180,华为 Mate9,移动版,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
380,华为 Mate9,移动版,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,白色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
490,华为 Mate9,移动版,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
490,华为 Mate9,移动版,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
590,华为 Mate9,移动版,黑色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
220,华为 Mate9,移动版,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
390,华为 Mate9,移动版,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,黑色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
550,华为 Mate9,移动版,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
580,华为 Mate9,移动版,蓝色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
170,华为 Mate9,移动版,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
370,华为 Mate9,移动版,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,蓝色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
500,华为 Mate9,移动版,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
550,华为 Mate9,移动版,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
590,华为 Mate9,移动版,银色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
180,华为 Mate9,移动版,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,64G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,银色,非大陆国行,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,128G,无维修情况,账号可退出,正常开机进入桌面,充电正常
450,华为 Mate9,移动版,红色,大陆国行（有“进网许可”标签）,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,32G,无维修情况,账号可退出,正常开机进入桌面,充电正常
